Order_ID;Order_Date;Cust_Type;Region;Product;Category;Item;Brand;Qty;Sales;Cost;Profit
NZ-ORD-455;30/03/2024;New;Christchurch;Product-8;Clothing;Shoe;Nike;6;1105.38;734.75;370.63
NZ-ORD-456;31/03/2024;New;Hamilton;Product-19;Home Decor;Vinyl Paper;Kenko;7;1688.77;1751.42;-62.65
NZ-ORD-457;01/04/2024;New;Dunedin;Product-10;Home Decor;Miniature Statue;Bucchari;1;1609.65;1212.91;396.74
NZ-ORD-458;02/04/2024;Returning;Dunedin;Product-18;Books;Romance;Universal;8;1390.17;1444.19;-54.02
NZ-ORD-459;03/04/2024;Returning;Auckland;Product-2;Home Decor;Curtain;Rails;3;1389.59;1331.72;57.87
NZ-ORD-460;04/04/2024;New;Auckland;Product-3;Books;Documentary;Universal;6;1690.84;1248.73;442.11
NZ-ORD-461;05/04/2024;Returning;Auckland;Product-25;Electronics;Hardisk SDD;Toshiba;2;1114.5;885.38;229.12
NZ-ORD-462;06/04/2024;New;Dunedin;Product-25;Clothing;T-Shirt;Converse;5;163.13;149.32;13.81
NZ-ORD-463;07/04/2024;Returning;Auckland;Product-8;Clothing;Shirt;Converse;6;517.73;189.31;328.42
NZ-ORD-464;08/04/2024;New;Dunedin;Product-21;Clothing;Jacket;New Balance;3;571.7;167.99;403.71
NZ-ORD-465;09/04/2024;Returning;Hamilton;Product-28;Toys;Robot;Sega;6;1732.48;1441.1;291.38
NZ-ORD-466;10/04/2024;Returning;Hamilton;Product-8;Clothing;Jacket;Puma;2;1885.54;1484.23;401.31
NZ-ORD-467;11/04/2024;Returning;Wellington;Product-22;Books;Horror;20th Century Fox;2;577.71;469.7;108.01
NZ-ORD-468;12/04/2024;New;Auckland;Product-27;Clothing;Shoe;Puma;10;1257.55;1278.56;-21.01
NZ-ORD-469;13/04/2024;New;Christchurch;Product-10;Home Decor;Miniature Statue;Oates;7;578.48;216.83;361.65
NZ-ORD-470;14/04/2024;Returning;Christchurch;Product-21;Electronics;DVD Player;Changhong;5;64.34;149.64;-85.3
NZ-ORD-471;15/04/2024;Returning;Wellington;Product-29;Books;Horror;Lionsgate;5;1478.59;1003.99;474.6
NZ-ORD-472;16/04/2024;New;Christchurch;Product-22;Toys;Puzzle;Hasbro;9;746.94;698.7;48.24
NZ-ORD-473;17/04/2024;Returning;Hamilton;Product-10;Electronics;TV;Panasonic;3;1994.91;2069.79;-74.88
NZ-ORD-474;18/04/2024;Returning;Christchurch;Product-4;Electronics;Hardisk SDD;Samsung;3;126.59;-138.93;265.52
NZ-ORD-475;19/04/2024;New;Hamilton;Product-19;Electronics;CCTV;Samsung;2;512.29;102.36;409.93
NZ-ORD-476;20/04/2024;Returning;Dunedin;Product-20;Clothing;Shoe;Puma;2;1359.94;1176.46;183.48
NZ-ORD-477;21/04/2024;New;Auckland;Product-4;Home Decor;Window Blind;Brother;3;1016.41;1061.29;-44.88
NZ-ORD-478;22/04/2024;Returning;Christchurch;Product-29;Toys;Robot;Konami;10;451.54;70.49;381.05
NZ-ORD-479;23/04/2024;New;Hamilton;Product-9;Books;Comedy;Lionsgate;5;419.96;54.49;365.47
NZ-ORD-480;24/04/2024;Returning;Auckland;Product-7;Home Decor;Miniature Statue;Oates;1;726.59;746.59;-20
NZ-ORD-481;25/04/2024;Returning;Christchurch;Product-16;Home Decor;Miniature Statue;Bucchari;8;709.4;725.46;-16.06
NZ-ORD-482;26/04/2024;New;Dunedin;Product-13;Books;Romance;20th Century Fox;8;1194.81;851.17;343.64
NZ-ORD-483;27/04/2024;New;Auckland;Product-21;Home Decor;Vase;Yuzhei Wong;5;1235.73;1110.04;125.69
NZ-ORD-484;28/04/2024;New;Auckland;Product-22;Clothing;Shoe;Nike;6;600.26;645.43;-45.17
NZ-ORD-485;29/04/2024;Returning;Wellington;Product-25;Home Decor;Vinyl Paper;Kenko;4;1344.72;1244.44;100.28
NZ-ORD-486;30/04/2024;Returning;Auckland;Product-17;Electronics;DVD Player;Panasonic;7;1203.42;1170.23;33.19
NZ-ORD-487;01/05/2024;Returning;Hamilton;Product-8;Clothing;Shirt;Nike;10;165.29;-76.57;241.86
NZ-ORD-488;02/05/2024;New;Hamilton;Product-18;Electronics;DVD Player;Panasonic;6;1322.09;1217.3;104.79
NZ-ORD-489;03/05/2024;Returning;Dunedin;Product-22;Home Decor;Curtain;IKEA;2;152.41;-98.1;250.51
NZ-ORD-490;04/05/2024;New;Hamilton;Product-13;Toys;Puzzle;Wonder World;4;507.69;495.53;12.16
NZ-ORD-491;05/05/2024;New;Christchurch;Product-2;Home Decor;Miniature Statue;Holmes Brok;6;1622.96;1500.41;122.55
NZ-ORD-492;06/05/2024;New;Auckland;Product-25;Toys;Doll;Hasbro;9;1294.68;1092;202.68
NZ-ORD-493;07/05/2024;Returning;Hamilton;Product-27;Home Decor;Window Blind;Rails;5;156.29;33.64;122.65
NZ-ORD-494;08/05/2024;Returning;Hamilton;Product-14;Toys;Board Game;Telltale;6;612.61;169.17;443.44
NZ-ORD-495;09/05/2024;New;Wellington;Product-10;Home Decor;Window Blind;Bardy;3;371.14;-32.94;404.08
NZ-ORD-496;10/05/2024;New;Hamilton;Product-13;Clothing;Jacket;New Balance;1;1517.49;1154.84;362.65
NZ-ORD-497;11/05/2024;Returning;Dunedin;Product-1;Books;Romance;Warner Bros;1;1035.73;937.58;98.15
NZ-ORD-498;12/05/2024;New;Auckland;Product-2;Toys;Robot;Bandai;2;1197.18;1026.43;170.75
NZ-ORD-499;13/05/2024;New;Wellington;Product-24;Books;Romance;Universal;10;476.29;334.94;141.35
NZ-ORD-500;14/05/2024;New;Wellington;Product-13;Clothing;T-Shirt;Nike;7;1208.23;1236.79;-28.56
NZ-ORD-501;15/05/2024;New;Dunedin;Product-30;Books;Horror;Bloom House;7;152.91;-100.45;253.36
NZ-ORD-502;16/05/2024;New;Auckland;Product-6;Books;Comedy;Universal;7;1056.38;765.13;291.25
NZ-ORD-503;17/05/2024;Returning;Auckland;Product-23;Clothing;T-Shirt;Adidas;5;1950.06;1683.67;266.39
NZ-ORD-504;18/05/2024;New;Dunedin;Product-27;Home Decor;Window Blind;Brother;1;1907.49;1713.82;193.67
NZ-ORD-505;19/05/2024;Returning;Christchurch;Product-20;Clothing;Shirt;Nike;2;257.26;-25.21;282.47
NZ-ORD-506;20/05/2024;Returning;Dunedin;Product-17;Toys;Doll;Yin Mang;1;313.52;198.06;115.46
NZ-ORD-507;21/05/2024;New;Wellington;Product-13;Home Decor;Window Blind;Rails;5;1088.68;754.04;334.64
NZ-ORD-508;22/05/2024;New;Dunedin;Product-20;Electronics;TV;Toshiba;6;1486.95;1121.66;365.29
NZ-ORD-509;23/05/2024;Returning;Auckland;Product-11;Electronics;CCTV;Sony;5;884.15;691.29;192.86
NZ-ORD-510;24/05/2024;New;Wellington;Product-9;Toys;Puzzle;Hasbro;2;1990.32;2087.4;-97.08
NZ-ORD-511;25/05/2024;New;Hamilton;Product-2;Electronics;TV;Sony;2;792.82;623.72;169.1
NZ-ORD-512;26/05/2024;New;Dunedin;Product-9;Clothing;Jacket;New Balance;5;81.51;78.28;3.23
NZ-ORD-513;27/05/2024;New;Hamilton;Product-20;Books;Horror;20th Century Fox;3;1530.05;1521.05;9
NZ-ORD-514;28/05/2024;New;Christchurch;Product-4;Toys;Board Game;Telltale;7;589.03;250.15;338.88
NZ-ORD-515;29/05/2024;Returning;Auckland;Product-25;Electronics;Mobile Phone;Huawei;3;228.54;23.92;204.62
NZ-ORD-516;30/05/2024;Returning;Auckland;Product-22;Electronics;TV;Samsung;6;1801.72;1600.78;200.94
NZ-ORD-517;31/05/2024;New;Hamilton;Product-6;Books;Cartoon;Dreamworks;5;824.17;627.78;196.39
NZ-ORD-518;01/06/2024;Returning;Hamilton;Product-21;Clothing;Shirt;Adidas;10;1383.01;1008.92;374.09
NZ-ORD-519;02/06/2024;New;Wellington;Product-3;Books;Horror;Warner Bros;10;1876.84;1972.32;-95.48
NZ-ORD-520;03/06/2024;New;Auckland;Product-12;Books;Comedy;Universal;3;1141.7;867.33;274.37
NZ-ORD-521;04/06/2024;New;Christchurch;Product-5;Clothing;Jacket;New Balance;10;1749.25;1635.72;113.53
NZ-ORD-522;05/06/2024;Returning;Wellington;Product-29;Books;Documentary;20th Century Fox;7;1402.52;1310.65;91.87
NZ-ORD-523;06/06/2024;New;Christchurch;Product-23;Books;Documentary;Discovery;3;167.63;-14.01;181.64
NZ-ORD-524;07/06/2024;Returning;Wellington;Product-21;Electronics;TV;Samsung;7;608.75;258.48;350.27
NZ-ORD-525;08/06/2024;Returning;Dunedin;Product-21;Toys;Card Game;Telltale;8;586.92;172.79;414.13
NZ-ORD-526;09/06/2024;Returning;Hamilton;Product-3;Books;Horror;Universal;9;231.31;-74.69;306
NZ-ORD-527;10/06/2024;New;Auckland;Product-29;Home Decor;Vase;Yuzhei Wong;6;92.77;-41.63;134.4
NZ-ORD-528;11/06/2024;New;Hamilton;Product-30;Home Decor;Vase;Midea;8;152.03;-174.86;326.89
NZ-ORD-529;12/06/2024;Returning;Wellington;Product-4;Clothing;Jacket;Adidas;4;214.41;-157.46;371.87
NZ-ORD-530;13/06/2024;Returning;Hamilton;Product-26;Books;Romance;Warner Bros;9;1965.51;2007.43;-41.92
NZ-ORD-531;14/06/2024;Returning;Dunedin;Product-21;Books;Romance;Universal;4;1085.72;1134.48;-48.76
NZ-ORD-532;15/06/2024;New;Auckland;Product-13;Toys;Board Game;Exploding;10;817.86;487.73;330.13
NZ-ORD-533;16/06/2024;Returning;Hamilton;Product-8;Clothing;Shoe;New Balance;9;912.55;868.09;44.46
NZ-ORD-534;17/06/2024;Returning;Dunedin;Product-12;Clothing;Pant;Nike;2;388.75;19.2;369.55
NZ-ORD-535;18/06/2024;Returning;Auckland;Product-26;Electronics;Hardisk SDD;Kingston;5;1440.78;1355.68;85.1
NZ-ORD-536;19/06/2024;New;Auckland;Product-9;Clothing;Pant;Nike;10;1405.26;1006.71;398.55
NZ-ORD-537;20/06/2024;Returning;Wellington;Product-4;Clothing;Pant;Converse;10;1820.48;1854.71;-34.23
NZ-ORD-538;21/06/2024;Returning;Hamilton;Product-21;Home Decor;Curtain;Bardy;2;801.35;667.49;133.86
NZ-ORD-539;22/06/2024;Returning;Hamilton;Product-13;Toys;Robot;Bandai;10;1823.55;1610.39;213.16
NZ-ORD-540;23/06/2024;New;Wellington;Product-11;Toys;Robot;Namco;4;1356.21;1428.19;-71.98
NZ-ORD-541;24/06/2024;Returning;Hamilton;Product-15;Home Decor;Miniature Statue;Tuscany;9;1397.09;1324.33;72.76
NZ-ORD-542;25/06/2024;Returning;Dunedin;Product-3;Electronics;DVD Player;Panasonic;8;1479.36;1534.3;-54.94
NZ-ORD-543;26/06/2024;New;Wellington;Product-3;Books;Romance;Universal;7;1361.29;1022.14;339.15
NZ-ORD-544;27/06/2024;Returning;Auckland;Product-28;Electronics;TV;Samsung;6;1054.98;746.88;308.1
NZ-ORD-545;28/06/2024;New;Auckland;Product-26;Books;Cartoon;Pixar;6;1025.55;589.92;435.63
NZ-ORD-546;29/06/2024;Returning;Hamilton;Product-21;Books;Romance;Disney;8;1547.31;1243.17;304.14
NZ-ORD-547;30/06/2024;Returning;Auckland;Product-7;Books;Romance;Disney;1;1286.64;1155.97;130.67
NZ-ORD-548;01/07/2024;Returning;Auckland;Product-18;Electronics;DVD Player;Toshiba;1;408.72;25.52;383.2
NZ-ORD-549;02/07/2024;Returning;Hamilton;Product-29;Toys;Puzzle;Gramedia;3;1132.65;1192.96;-60.31
NZ-ORD-550;03/07/2024;New;Auckland;Product-17;Clothing;Jacket;Puma;3;1412.46;1257.71;154.75
NZ-ORD-551;04/07/2024;New;Dunedin;Product-8;Home Decor;Vinyl Paper;Seven;9;984.39;560.94;423.45
NZ-ORD-552;05/07/2024;New;Wellington;Product-9;Books;Documentary;Universal;10;77.79;-109.92;187.71
NZ-ORD-553;06/07/2024;Returning;Christchurch;Product-27;Electronics;TV;Panasonic;2;1030.78;796.34;234.44
NZ-ORD-554;07/07/2024;New;Wellington;Product-3;Home Decor;Vinyl Paper;Seven;4;1949.72;1454.72;495
NZ-ORD-555;08/07/2024;New;Hamilton;Product-24;Books;Documentary;20th Century Fox;4;1713.26;1496.45;216.81
NZ-ORD-556;09/07/2024;New;Hamilton;Product-3;Toys;Board Game;Century;2;1801.41;1516.39;285.02
NZ-ORD-557;10/07/2024;Returning;Dunedin;Product-5;Home Decor;Miniature Statue;Baurdani;6;1090.61;673.91;416.7
NZ-ORD-558;11/07/2024;Returning;Wellington;Product-25;Toys;Puzzle;Marvel;6;204.19;272.75;-68.56
NZ-ORD-559;12/07/2024;New;Wellington;Product-17;Home Decor;Window Blind;Kels;5;1758.19;1346.1;412.09
NZ-ORD-560;13/07/2024;New;Auckland;Product-30;Clothing;Shirt;Puma;8;1912.39;1483.12;429.27
NZ-ORD-561;14/07/2024;Returning;Hamilton;Product-27;Toys;Board Game;Hasbro;1;1930.43;1627.82;302.61
NZ-ORD-562;15/07/2024;Returning;Auckland;Product-25;Clothing;Shoe;Puma;3;388.26;-77.29;465.55
NZ-ORD-563;16/07/2024;New;Auckland;Product-4;Electronics;TV;Samsung;5;645.82;462.45;183.37
NZ-ORD-564;17/07/2024;Returning;Christchurch;Product-29;Books;Comedy;Lionsgate;2;135.04;79.75;55.29
NZ-ORD-565;18/07/2024;New;Christchurch;Product-3;Home Decor;Curtain;Rails;10;1265.89;1327.88;-61.99
NZ-ORD-566;19/07/2024;Returning;Hamilton;Product-6;Home Decor;Curtain;IKEA;4;1340.54;996.62;343.92
NZ-ORD-567;20/07/2024;New;Christchurch;Product-6;Books;Horror;20th Century Fox;10;1204.91;1245.4;-40.49
NZ-ORD-568;21/07/2024;New;Hamilton;Product-1;Toys;Doll;Lego;5;262.41;-66.47;328.88
NZ-ORD-569;22/07/2024;Returning;Wellington;Product-30;Books;Horror;Warner Bros;6;1737.02;1779.51;-42.49
NZ-ORD-570;23/07/2024;Returning;Auckland;Product-11;Clothing;Jacket;New Balance;8;926.97;908.78;18.19
NZ-ORD-571;24/07/2024;Returning;Christchurch;Product-28;Electronics;DVD Player;Sony;2;1641.4;1176.77;464.63
NZ-ORD-572;25/07/2024;New;Auckland;Product-24;Home Decor;Miniature Statue;Baurdani;3;746.58;674.75;71.83
NZ-ORD-573;26/07/2024;Returning;Wellington;Product-25;Clothing;Shirt;New Balance;6;1317.5;1133.39;184.11
NZ-ORD-574;27/07/2024;Returning;Christchurch;Product-10;Home Decor;Vase;Midea;7;795.59;506.87;288.72
NZ-ORD-575;28/07/2024;Returning;Dunedin;Product-22;Clothing;Jacket;Puma;3;384.87;186.77;198.1
NZ-ORD-576;29/07/2024;Returning;Dunedin;Product-25;Clothing;T-Shirt;Nike;9;734.1;371.24;362.86
NZ-ORD-577;30/07/2024;New;Hamilton;Product-13;Home Decor;Curtain;Kels;9;236.7;2.39;234.31
NZ-ORD-578;31/07/2024;Returning;Dunedin;Product-11;Clothing;Jacket;Converse;3;239.52;-27.26;266.78
NZ-ORD-579;01/08/2024;New;Dunedin;Product-28;Clothing;Pant;Nike;3;696.07;263.33;432.74
NZ-ORD-580;02/08/2024;Returning;Dunedin;Product-1;Toys;Robot;Sega;10;1281.81;1122.18;159.63
NZ-ORD-581;03/08/2024;Returning;Hamilton;Product-19;Books;Comedy;Disney;1;143.1;70.9;72.2
NZ-ORD-582;04/08/2024;New;Auckland;Product-20;Books;Horror;Lionsgate;4;390.69;465.21;-74.52
NZ-ORD-583;05/08/2024;New;Dunedin;Product-8;Home Decor;Vinyl Paper;Level Up;10;329.33;206.47;122.86
NZ-ORD-584;06/08/2024;Returning;Hamilton;Product-11;Books;Cartoon;Disney;5;1417.36;1248.49;168.87
NZ-ORD-585;07/08/2024;New;Hamilton;Product-16;Toys;Doll;Marvel;5;191.24;119.12;72.12
NZ-ORD-586;08/08/2024;Returning;Wellington;Product-27;Clothing;Shirt;Puma;7;1886.16;1437.69;448.47
NZ-ORD-587;09/08/2024;New;Dunedin;Product-14;Books;Comedy;20th Century Fox;8;922.3;757.29;165.01
NZ-ORD-588;10/08/2024;New;Auckland;Product-15;Home Decor;Curtain;Rails;6;1807.87;1662.33;145.54
NZ-ORD-589;11/08/2024;New;Wellington;Product-19;Electronics;DVD Player;Samsung;3;1805.75;1724.6;81.15
NZ-ORD-590;12/08/2024;New;Auckland;Product-1;Books;Comedy;Universal;1;1902.28;1688.82;213.46
NZ-ORD-591;13/08/2024;New;Auckland;Product-12;Home Decor;Window Blind;IKEA;5;1470.92;1354.4;116.52
NZ-ORD-592;14/08/2024;New;Auckland;Product-23;Electronics;Hardisk SDD;Kingston;10;1012.49;526.16;486.33
NZ-ORD-593;15/08/2024;Returning;Dunedin;Product-5;Books;Comedy;20th Century Fox;8;961.06;921.96;39.1
NZ-ORD-594;16/08/2024;Returning;Auckland;Product-30;Books;Documentary;20th Century Fox;2;619.63;713.65;-94.02
NZ-ORD-595;17/08/2024;New;Wellington;Product-16;Clothing;Shoe;Nike;9;408.71;-43.9;452.61
NZ-ORD-596;18/08/2024;New;Wellington;Product-20;Books;Horror;Universal;4;1962.35;1918.55;43.8
NZ-ORD-597;19/08/2024;Returning;Christchurch;Product-2;Home Decor;Vinyl Paper;Kenko;6;1316.69;1361.03;-44.34
NZ-ORD-598;20/08/2024;Returning;Auckland;Product-21;Home Decor;Miniature Statue;Holmes Brok;8;1831.37;1702.01;129.36
NZ-ORD-599;21/08/2024;New;Wellington;Product-12;Home Decor;Vase;IKEA;8;1364.36;866.2;498.16
NZ-ORD-600;22/08/2024;New;Wellington;Product-24;Electronics;CCTV;Toshiba;8;1895.65;1659.7;235.95
NZ-ORD-601;23/08/2024;New;Hamilton;Product-28;Clothing;Shoe;Nike;7;126.29;-247.74;374.03
NZ-ORD-602;24/08/2024;New;Wellington;Product-14;Electronics;Hardisk SDD;Sandisk;7;1338.66;1087.06;251.6
NZ-ORD-603;25/08/2024;Returning;Auckland;Product-30;Books;Romance;Universal;8;312.1;-75.91;388.01
NZ-ORD-604;26/08/2024;New;Christchurch;Product-13;Home Decor;Window Blind;Kels;7;1820.73;1657.98;162.75
NZ-ORD-605;27/08/2024;New;Christchurch;Product-29;Books;Romance;20th Century Fox;4;1804.02;1723.47;80.55
NZ-ORD-606;28/08/2024;Returning;Auckland;Product-16;Toys;Doll;Yin Mang;1;1052.23;818.92;233.31
NZ-ORD-607;29/08/2024;Returning;Hamilton;Product-25;Toys;Card Game;Hasbro;6;1293.33;852.09;441.24
NZ-ORD-608;30/08/2024;Returning;Wellington;Product-28;Books;Cartoon;Warner Bros;8;1370.02;923.06;446.96
NZ-ORD-609;31/08/2024;Returning;Auckland;Product-27;Books;Documentary;National Geographic;6;693.76;282.99;410.77
NZ-ORD-610;01/09/2024;New;Dunedin;Product-28;Clothing;Shoe;Puma;7;1401.58;1478.11;-76.53
NZ-ORD-611;02/09/2024;Returning;Christchurch;Product-27;Electronics;TV;Toshiba;6;774.87;481.02;293.85
NZ-ORD-612;03/09/2024;Returning;Auckland;Product-16;Clothing;Jacket;New Balance;2;1563.11;1357.48;205.63
NZ-ORD-613;04/09/2024;New;Wellington;Product-4;Home Decor;Miniature Statue;Baurdani;4;923.22;742.16;181.06
NZ-ORD-614;05/09/2024;New;Dunedin;Product-12;Electronics;Mobile Phone;Apple;3;609.04;339.87;269.17
NZ-ORD-615;06/09/2024;Returning;Wellington;Product-20;Home Decor;Curtain;IKEA;9;649.12;561.62;87.5
NZ-ORD-616;07/09/2024;Returning;Hamilton;Product-10;Clothing;Shirt;Converse;1;1462.28;1072.37;389.91
NZ-ORD-617;08/09/2024;Returning;Wellington;Product-19;Books;Comedy;20th Century Fox;4;1522.36;1452.27;70.09
NZ-ORD-618;09/09/2024;New;Auckland;Product-11;Toys;Card Game;Hasbro;6;278.41;-4.9;283.31
NZ-ORD-619;10/09/2024;New;Christchurch;Product-19;Books;Cartoon;Nickelodeon;3;1837;1770.4;66.6
NZ-ORD-620;11/09/2024;Returning;Dunedin;Product-4;Books;Horror;Warner Bros;9;981.81;960.5;21.31
NZ-ORD-621;12/09/2024;Returning;Hamilton;Product-5;Books;Cartoon;Disney;10;1623.11;1623.15;-0.04
NZ-ORD-622;13/09/2024;New;Wellington;Product-3;Home Decor;Window Blind;IKEA;1;1204.56;942.2;262.36
NZ-ORD-623;14/09/2024;Returning;Dunedin;Product-19;Clothing;T-Shirt;Nike;2;1191.35;1085.43;105.92
NZ-ORD-624;15/09/2024;New;Hamilton;Product-24;Toys;Board Game;Century;6;89.34;-117.49;206.83
NZ-ORD-625;16/09/2024;New;Hamilton;Product-21;Electronics;CCTV;Sony;7;629.43;622.19;7.24
NZ-ORD-626;17/09/2024;Returning;Auckland;Product-4;Toys;Puzzle;Marvel;1;1255.57;1123.99;131.58
NZ-ORD-627;18/09/2024;New;Hamilton;Product-12;Books;Romance;Disney;3;110.43;-376.07;486.5
NZ-ORD-628;19/09/2024;Returning;Dunedin;Product-13;Home Decor;Curtain;Bardy;7;308.48;114.73;193.75
NZ-ORD-629;20/09/2024;Returning;Christchurch;Product-1;Clothing;Shoe;Puma;10;1877.72;1709.74;167.98
NZ-ORD-630;21/09/2024;New;Wellington;Product-16;Electronics;Mobile Phone;Apple;8;1402.64;1368.36;34.28
NZ-ORD-631;22/09/2024;Returning;Hamilton;Product-29;Books;Romance;Warner Bros;5;1309.71;829.23;480.48
NZ-ORD-632;23/09/2024;Returning;Hamilton;Product-17;Clothing;T-Shirt;Puma;6;1673.6;1284.41;389.19
NZ-ORD-633;24/09/2024;Returning;Wellington;Product-1;Books;Comedy;Disney;6;990.33;686.93;303.4
NZ-ORD-634;25/09/2024;Returning;Wellington;Product-23;Toys;Board Game;Marvel;10;307.02;-30.16;337.18
NZ-ORD-635;26/09/2024;New;Auckland;Product-5;Electronics;DVD Player;Changhong;2;742.53;535.15;207.38
NZ-ORD-636;27/09/2024;New;Hamilton;Product-27;Electronics;Hardisk SDD;Sandisk;1;618.13;600.44;17.69
NZ-ORD-637;28/09/2024;Returning;Hamilton;Product-4;Electronics;DVD Player;Changhong;2;229.44;139.5;89.94
NZ-ORD-638;29/09/2024;Returning;Wellington;Product-15;Home Decor;Curtain;Bardy;10;1043.12;1046.84;-3.72
NZ-ORD-639;30/09/2024;Returning;Christchurch;Product-11;Toys;Robot;Bandai;7;1203.79;1098.43;105.36
NZ-ORD-640;01/10/2024;New;Auckland;Product-28;Clothing;T-Shirt;New Balance;6;1900.15;1694.52;205.63
NZ-ORD-641;02/10/2024;New;Auckland;Product-30;Books;Horror;Warner Bros;9;1145.91;1040.82;105.09
NZ-ORD-642;03/10/2024;New;Dunedin;Product-13;Books;Documentary;Warner Bros;10;847.96;556.64;291.32
NZ-ORD-643;04/10/2024;Returning;Christchurch;Product-29;Toys;Puzzle;Telltale;10;1953.36;1678.17;275.19
NZ-ORD-644;05/10/2024;Returning;Wellington;Product-2;Toys;Robot;Sega;5;1457.08;1437.05;20.03
NZ-ORD-645;06/10/2024;New;Hamilton;Product-14;Toys;Card Game;Century;9;224.78;124.67;100.11
NZ-ORD-646;07/10/2024;Returning;Auckland;Product-21;Clothing;Shoe;Adidas;7;1444.79;1231.18;213.61
NZ-ORD-647;08/10/2024;New;Dunedin;Product-18;Books;Romance;20th Century Fox;5;174;-107.8;281.8
NZ-ORD-648;09/10/2024;Returning;Dunedin;Product-24;Books;Horror;Lionsgate;4;1523.35;1459.93;63.42
NZ-ORD-649;10/10/2024;Returning;Christchurch;Product-4;Clothing;Shoe;Nike;9;218.77;-99.42;318.19
NZ-ORD-650;11/10/2024;Returning;Christchurch;Product-5;Electronics;DVD Player;Toshiba;4;1973.23;1746.96;226.27
NZ-ORD-651;12/10/2024;New;Auckland;Product-17;Books;Cartoon;Pixar;6;715.76;544.71;171.05
NZ-ORD-652;13/10/2024;Returning;Hamilton;Product-19;Toys;Doll;Hasbro;1;993.97;616.78;377.19
NZ-ORD-653;14/10/2024;New;Wellington;Product-16;Electronics;Hardisk SDD;Samsung;3;1558.17;1099.33;458.84
NZ-ORD-654;15/10/2024;New;Dunedin;Product-10;Clothing;Shirt;New Balance;9;1250.45;1039.55;210.9
NZ-ORD-655;16/10/2024;Returning;Wellington;Product-1;Books;Cartoon;Pixar;9;1052.83;971.66;81.17
NZ-ORD-656;17/10/2024;New;Christchurch;Product-17;Books;Comedy;Universal;6;622.49;326.59;295.9
NZ-ORD-657;18/10/2024;New;Hamilton;Product-9;Books;Romance;Lionsgate;6;181.81;-60.49;242.3
NZ-ORD-658;19/10/2024;Returning;Christchurch;Product-12;Clothing;Jacket;Puma;5;240.14;-107.69;347.83
NZ-ORD-659;20/10/2024;Returning;Wellington;Product-26;Electronics;CCTV;Samsung;8;1578.74;1393.35;185.39
NZ-ORD-660;21/10/2024;Returning;Dunedin;Product-19;Books;Cartoon;Pixar;1;1076.02;888.9;187.12
NZ-ORD-661;22/10/2024;New;Wellington;Product-3;Electronics;Mobile Phone;Apple;5;1383.78;910.73;473.05
NZ-ORD-662;23/10/2024;Returning;Wellington;Product-4;Toys;Doll;Lego;3;1431.35;1459.6;-28.25
NZ-ORD-663;24/10/2024;New;Christchurch;Product-26;Toys;Puzzle;Telltale;10;571.18;378.94;192.24
NZ-ORD-664;25/10/2024;New;Hamilton;Product-3;Books;Documentary;Warner Bros;2;1991.29;2018.54;-27.25
NZ-ORD-665;26/10/2024;Returning;Hamilton;Product-30;Clothing;Pant;Converse;8;1062.96;718.59;344.37
NZ-ORD-666;27/10/2024;New;Christchurch;Product-11;Home Decor;Vase;Yuzhei Wong;8;825.67;713.19;112.48
NZ-ORD-667;28/10/2024;New;Christchurch;Product-3;Electronics;DVD Player;Sony;4;1355.67;932.35;423.32
NZ-ORD-668;29/10/2024;New;Auckland;Product-23;Books;Horror;Bloom House;2;841.12;611.61;229.51
NZ-ORD-669;30/10/2024;Returning;Wellington;Product-4;Toys;Doll;Yin Mang;6;1452.95;1119.18;333.77
NZ-ORD-670;31/10/2024;Returning;Christchurch;Product-11;Clothing;T-Shirt;Nike;3;712.18;369.01;343.17
NZ-ORD-671;01/11/2024;New;Auckland;Product-22;Books;Romance;Lionsgate;6;1766.06;1709.48;56.58
NZ-ORD-672;02/11/2024;New;Auckland;Product-11;Toys;Card Game;Century;3;129.55;-317.6;447.15
NZ-ORD-673;03/11/2024;Returning;Christchurch;Product-21;Electronics;Mobile Phone;Vivo;1;206.52;12.9;193.62
NZ-ORD-674;04/11/2024;New;Auckland;Product-7;Books;Cartoon;Dreamworks;5;1343.07;944.01;399.06
NZ-ORD-675;05/11/2024;Returning;Dunedin;Product-23;Clothing;Pant;New Balance;6;1511.6;1504.77;6.83
NZ-ORD-676;06/11/2024;New;Wellington;Product-6;Home Decor;Miniature Statue;Oates;4;322.6;217.53;105.07
NZ-ORD-677;07/11/2024;Returning;Wellington;Product-11;Books;Cartoon;Warner Bros;7;123.96;173.93;-49.97
NZ-ORD-678;08/11/2024;Returning;Christchurch;Product-25;Electronics;Hardisk SDD;Samsung;5;1846.54;1843.76;2.78
NZ-ORD-679;09/11/2024;Returning;Christchurch;Product-25;Home Decor;Vinyl Paper;Joyko;9;1052.19;598.22;453.97
NZ-ORD-680;10/11/2024;Returning;Auckland;Product-22;Books;Documentary;20th Century Fox;4;731.92;475.95;255.97
NZ-ORD-681;11/11/2024;New;Wellington;Product-24;Clothing;Shirt;Converse;9;1907.82;1831.34;76.48
NZ-ORD-682;12/11/2024;New;Christchurch;Product-12;Home Decor;Curtain;Brother;10;500.19;95.76;404.43
NZ-ORD-683;13/11/2024;New;Hamilton;Product-19;Books;Horror;Lionsgate;3;1006.46;598.23;408.23
