Order_ID,Order_Date,Region,Product,Category,Item,Brand,Qty,Sales,Cost,Profit
NZ-ORD-240,2023-08-28,Auckland,Product-22,Electronics,Mobile Phone,Huawei,7,74.12,-211.87,285.99
NZ-ORD-241,2023-08-29,Auckland,Product-26,Clothing,Jacket,New Balance,4,962.49,733.98,228.51
NZ-ORD-242,2023-08-30,Christchurch,Product-20,Clothing,Jacket,Adidas,7,925.18,552.26,372.92
NZ-ORD-243,2023-08-31,Dunedin,Product-25,Books,Documentary,Universal,4,67.82,-352.32,420.14
NZ-ORD-244,2023-09-01,Auckland,Product-12,Home Decor,Vase,Midea,10,587.8,353.11,234.69
NZ-ORD-245,2023-09-02,Christchurch,Product-27,Books,Cartoon,Pixar,1,1207.14,1106.39,100.75
NZ-ORD-246,2023-09-03,Christchurch,Product-16,Clothing,Pant,Nike,3,976.39,480.44,495.95
NZ-ORD-247,2023-09-04,Dunedin,Product-18,Clothing,Shirt,Converse,4,1462.25,1073.69,388.56
NZ-ORD-248,2023-09-05,Wellington,Product-27,Toys,Puzzle,Gramedia,3,610.02,419.64,190.38
NZ-ORD-249,2023-09-06,Hamilton,Product-10,Electronics,Mobile Phone,Huawei,6,599.1,169.57,429.53
NZ-ORD-250,2023-09-07,Christchurch,Product-25,Toys,Puzzle,Telltale,2,780.6,314.25,466.35
NZ-ORD-251,2023-09-08,Hamilton,Product-6,Clothing,Shirt,Puma,8,1694.22,1683.2,11.02
NZ-ORD-252,2023-09-09,Hamilton,Product-5,Clothing,Pant,Converse,8,1816.78,1599.84,216.94
NZ-ORD-253,2023-09-10,Wellington,Product-29,Home Decor,Vase,Zhongwei,3,975.69,484.29,491.4
NZ-ORD-254,2023-09-11,Christchurch,Product-7,Electronics,TV,Toshiba,1,50.72,70.4,-19.68
NZ-ORD-255,2023-09-12,Wellington,Product-4,Home Decor,Vinyl Paper,Kenko,5,714.09,492.13,221.96
NZ-ORD-256,2023-09-13,Auckland,Product-29,Home Decor,Window Blind,IKEA,4,1654.73,1382.63,272.1
NZ-ORD-257,2023-09-14,Hamilton,Product-30,Toys,Robot,Konami,7,1108.1,840.42,267.68
NZ-ORD-258,2023-09-15,Christchurch,Product-18,Clothing,T-Shirt,New Balance,9,1358.57,1097.07,261.5
NZ-ORD-259,2023-09-16,Hamilton,Product-22,Toys,Board Game,Marvel,7,193.43,2.8,190.63
NZ-ORD-260,2023-09-17,Christchurch,Product-19,Books,Comedy,Disney,7,29.74,-95.92,125.66
NZ-ORD-261,2023-09-18,Auckland,Product-1,Clothing,Jacket,Adidas,1,990.29,1075.22,-84.93
NZ-ORD-262,2023-09-19,Auckland,Product-6,Clothing,Shirt,Adidas,8,962.55,916.58,45.97
NZ-ORD-263,2023-09-20,Wellington,Product-12,Electronics,Mobile Phone,Apple,10,953.13,933.09,20.04
NZ-ORD-264,2023-09-21,Dunedin,Product-2,Home Decor,Window Blind,Bardy,1,1840.18,1354.35,485.83
NZ-ORD-265,2023-09-22,Hamilton,Product-6,Home Decor,Miniature Statue,Bucchari,8,459.22,293.46,165.76
NZ-ORD-266,2023-09-23,Auckland,Product-27,Clothing,T-Shirt,Adidas,6,953.07,1033.04,-79.97
NZ-ORD-267,2023-09-24,Dunedin,Product-19,Home Decor,Miniature Statue,Oates,2,1285.13,932.62,352.51
NZ-ORD-268,2023-09-25,Auckland,Product-6,Toys,Doll,Lego,10,1722.02,1781.38,-59.36
NZ-ORD-269,2023-09-26,Christchurch,Product-25,Books,Documentary,20th Century Fox,8,785.14,574.1,211.04
NZ-ORD-270,2023-09-27,Hamilton,Product-9,Electronics,DVD Player,Changhong,5,1223.5,1164.08,59.42
NZ-ORD-271,2023-09-28,Hamilton,Product-2,Home Decor,Window Blind,Kels,1,952.87,557.1,395.77
NZ-ORD-272,2023-09-29,Christchurch,Product-30,Electronics,Hardisk SDD,Seagate,5,1480.91,1173.49,307.42
NZ-ORD-273,2023-09-30,Auckland,Product-26,Toys,Board Game,Marvel,2,168.77,-83.74,252.51
NZ-ORD-274,2023-10-01,Hamilton,Product-13,Clothing,T-Shirt,Nike,8,1814.94,1466.02,348.92
NZ-ORD-275,2023-10-02,Wellington,Product-8,Books,Comedy,20th Century Fox,8,1523.52,1054.8,468.72
NZ-ORD-276,2023-10-03,Wellington,Product-13,Clothing,Pant,Converse,2,146.87,-126.67,273.54
NZ-ORD-277,2023-10-04,Wellington,Product-29,Clothing,Jacket,Converse,10,798.57,404.23,394.34
NZ-ORD-278,2023-10-05,Christchurch,Product-8,Electronics,Hardisk SDD,Kingston,2,1068.73,638.42,430.31
NZ-ORD-279,2023-10-06,Auckland,Product-10,Clothing,Shirt,Adidas,6,520.07,171.83,348.24
NZ-ORD-280,2023-10-07,Auckland,Product-7,Books,Comedy,Warner Bros,1,421.22,42.44,378.78
NZ-ORD-281,2023-10-08,Dunedin,Product-6,Electronics,DVD Player,Panasonic,3,922.14,1017.97,-95.83
NZ-ORD-282,2023-10-09,Dunedin,Product-9,Home Decor,Curtain,Bardy,10,1567.81,1481.26,86.55
NZ-ORD-283,2023-10-10,Auckland,Product-20,Toys,Puzzle,Gramedia,4,1075.87,755.47,320.4
NZ-ORD-284,2023-10-11,Hamilton,Product-3,Home Decor,Curtain,Kels,5,916.32,789.31,127.01
NZ-ORD-285,2023-10-12,Dunedin,Product-12,Electronics,TV,Toshiba,4,892.22,508.01,384.21
NZ-ORD-286,2023-10-13,Christchurch,Product-12,Books,Documentary,Warner Bros,7,1558.94,1145.09,413.85
NZ-ORD-287,2023-10-14,Wellington,Product-24,Electronics,DVD Player,Panasonic,1,1247.16,1029.01,218.15
NZ-ORD-288,2023-10-15,Wellington,Product-8,Books,Documentary,Warner Bros,5,1381.62,1080.97,300.65
NZ-ORD-289,2023-10-16,Hamilton,Product-7,Clothing,T-Shirt,Puma,7,304.41,370.73,-66.32
NZ-ORD-290,2023-10-17,Dunedin,Product-26,Books,Documentary,20th Century Fox,9,1836.32,1743.8,92.52
NZ-ORD-291,2023-10-18,Wellington,Product-8,Toys,Puzzle,Gramedia,2,245.34,105.96,139.38
NZ-ORD-292,2023-10-19,Christchurch,Product-18,Clothing,T-Shirt,Converse,10,1852.74,1940.11,-87.37
NZ-ORD-293,2023-10-20,Dunedin,Product-20,Toys,Board Game,Exploding,6,632.93,598.57,34.36
NZ-ORD-294,2023-10-21,Christchurch,Product-23,Clothing,Shoe,Converse,10,1577.1,1383.75,193.35
NZ-ORD-295,2023-10-22,Wellington,Product-5,Toys,Puzzle,Wonder World,9,1316.77,854.75,462.02
NZ-ORD-296,2023-10-23,Wellington,Product-3,Electronics,CCTV,Xiaomi,9,1717.83,1691.02,26.81
NZ-ORD-297,2023-10-24,Auckland,Product-27,Home Decor,Vase,Foshan,8,1595.21,1304.16,291.05
NZ-ORD-298,2023-10-25,Hamilton,Product-15,Toys,Card Game,Hasbro,4,1327.73,1180.8,146.93
NZ-ORD-299,2023-10-26,Auckland,Product-29,Toys,Robot,Konami,4,1509.57,1266.48,243.09
NZ-ORD-300,2023-10-27,Dunedin,Product-23,Home Decor,Vinyl Paper,Seven,10,386.16,159.93,226.23
NZ-ORD-301,2023-10-28,Dunedin,Product-6,Electronics,DVD Player,Changhong,5,137.37,67.32,70.05
NZ-ORD-302,2023-10-29,Christchurch,Product-18,Electronics,Mobile Phone,Vivo,8,1940.32,1678.13,262.19
NZ-ORD-303,2023-10-30,Christchurch,Product-16,Books,Documentary,National Geographic,10,1568.47,1501.08,67.39
NZ-ORD-304,2023-10-31,Wellington,Product-28,Books,Comedy,Warner Bros,10,345.3,187.38,157.92
NZ-ORD-305,2023-11-01,Christchurch,Product-6,Clothing,Pant,Converse,7,1097.24,905.4,191.84
NZ-ORD-306,2023-11-02,Christchurch,Product-1,Electronics,DVD Player,Panasonic,3,839.9,665.81,174.09
NZ-ORD-307,2023-11-03,Hamilton,Product-26,Clothing,Pant,Adidas,10,542.81,52.87,489.94
NZ-ORD-308,2023-11-04,Dunedin,Product-17,Electronics,CCTV,Xiaomi,3,603.63,365.46,238.17
NZ-ORD-309,2023-11-05,Wellington,Product-6,Clothing,Shoe,New Balance,9,1269.28,1312.62,-43.34
NZ-ORD-310,2023-11-06,Wellington,Product-28,Books,Romance,Warner Bros,10,811.26,531.38,279.88
NZ-ORD-311,2023-11-07,Dunedin,Product-26,Home Decor,Miniature Statue,Bucchari,1,508.34,336.63,171.71
NZ-ORD-312,2023-11-08,Hamilton,Product-8,Toys,Doll,Barbie,6,704.49,664.96,39.53
NZ-ORD-313,2023-11-09,Dunedin,Product-3,Clothing,Shoe,Puma,1,296.39,386.88,-90.49
NZ-ORD-314,2023-11-10,Wellington,Product-23,Home Decor,Vinyl Paper,Seven,2,809.91,702.94,106.97
NZ-ORD-315,2023-11-11,Dunedin,Product-27,Books,Comedy,Warner Bros,5,1963.72,1782.84,180.88
NZ-ORD-316,2023-11-12,Auckland,Product-30,Books,Horror,Bloom House,7,671.46,334.1,337.36
NZ-ORD-317,2023-11-13,Hamilton,Product-15,Toys,Puzzle,Marvel,10,1486.57,1475.4,11.17
NZ-ORD-318,2023-11-14,Dunedin,Product-28,Home Decor,Miniature Statue,Tuscany,3,589.65,103.71,485.94
NZ-ORD-319,2023-11-15,Christchurch,Product-20,Home Decor,Vase,Zhongwei,3,233.02,117.62,115.4
NZ-ORD-320,2023-11-16,Christchurch,Product-11,Electronics,CCTV,Sony,3,107.14,18.57,88.57
NZ-ORD-321,2023-11-17,Hamilton,Product-17,Home Decor,Miniature Statue,Tuscany,7,989.52,524.65,464.87
NZ-ORD-322,2023-11-18,Auckland,Product-2,Books,Documentary,Warner Bros,6,648.64,381.09,267.55
NZ-ORD-323,2023-11-19,Dunedin,Product-23,Toys,Board Game,Hasbro,6,938.56,927.81,10.75
NZ-ORD-324,2023-11-20,Christchurch,Product-30,Electronics,Mobile Phone,Vivo,5,1707.66,1575.42,132.24
NZ-ORD-325,2023-11-21,Dunedin,Product-18,Clothing,Shoe,Puma,2,1871.12,1459.37,411.75
NZ-ORD-326,2023-11-22,Christchurch,Product-2,Home Decor,Vase,Zhongwei,7,1000.79,1021.89,-21.1
NZ-ORD-327,2023-11-23,Dunedin,Product-14,Toys,Doll,Lego,2,1192.13,915.3,276.83
NZ-ORD-328,2023-11-24,Dunedin,Product-10,Electronics,DVD Player,Sony,5,1036,562.64,473.36
NZ-ORD-329,2023-11-25,Wellington,Product-16,Home Decor,Curtain,Brother,8,650.92,639.45,11.47
NZ-ORD-330,2023-11-26,Christchurch,Product-2,Electronics,Hardisk SDD,Samsung,7,784.42,383.8,400.62
NZ-ORD-331,2023-11-27,Dunedin,Product-16,Home Decor,Curtain,Bardy,8,1351.97,1066.27,285.7
NZ-ORD-332,2023-11-28,Wellington,Product-7,Home Decor,Curtain,Rails,6,1570.56,1488.8,81.76
NZ-ORD-333,2023-11-29,Auckland,Product-19,Books,Horror,Universal,7,539.12,496.37,42.75
NZ-ORD-334,2023-11-30,Wellington,Product-11,Electronics,DVD Player,Panasonic,5,1291.88,818.36,473.52
NZ-ORD-335,2023-12-01,Hamilton,Product-26,Toys,Robot,Sega,3,970.18,598.8,371.38
NZ-ORD-336,2023-12-02,Dunedin,Product-24,Electronics,TV,Toshiba,5,1449.13,1404.41,44.72
NZ-ORD-337,2023-12-03,Wellington,Product-16,Toys,Board Game,Hasbro,10,1575.87,1458.71,117.16
NZ-ORD-338,2023-12-04,Christchurch,Product-19,Books,Cartoon,Disney,10,1021.15,649.47,371.68
NZ-ORD-339,2023-12-05,Christchurch,Product-9,Toys,Puzzle,Wonder World,6,1332.97,1431.59,-98.62
NZ-ORD-340,2023-12-06,Wellington,Product-18,Toys,Board Game,Exploding,9,844.31,741.32,102.99
NZ-ORD-341,2023-12-07,Auckland,Product-24,Clothing,Jacket,Converse,3,724.58,316.03,408.55
NZ-ORD-342,2023-12-08,Auckland,Product-1,Toys,Robot,Capcom,6,1861,1913.08,-52.08
NZ-ORD-343,2023-12-09,Hamilton,Product-23,Clothing,T-Shirt,Converse,7,1098.57,897.19,201.38
NZ-ORD-344,2023-12-10,Auckland,Product-29,Toys,Puzzle,Hasbro,4,1023.98,748.81,275.17
NZ-ORD-345,2023-12-11,Auckland,Product-18,Home Decor,Vinyl Paper,Seiko,5,566.62,538.06,28.56
NZ-ORD-346,2023-12-12,Wellington,Product-24,Books,Comedy,Disney,1,1869.41,1444.65,424.76
NZ-ORD-347,2023-12-13,Hamilton,Product-5,Books,Romance,Universal,9,1868.34,1781.21,87.13
NZ-ORD-348,2023-12-14,Auckland,Product-3,Home Decor,Vase,Yuzhei Wong,9,1709.66,1696.79,12.87
NZ-ORD-349,2023-12-15,Auckland,Product-22,Clothing,Pant,Nike,7,1765.52,1593.32,172.2
NZ-ORD-350,2023-12-16,Dunedin,Product-16,Toys,Robot,Capcom,4,1935.62,1486.16,449.46
NZ-ORD-351,2023-12-17,Christchurch,Product-13,Electronics,Mobile Phone,Oppo,7,1928.31,1893.43,34.88
NZ-ORD-352,2023-12-18,Hamilton,Product-8,Home Decor,Miniature Statue,Bucchari,3,674.2,596.53,77.67
NZ-ORD-353,2023-12-19,Christchurch,Product-18,Clothing,Shirt,Puma,10,592.16,228.68,363.48
NZ-ORD-354,2023-12-20,Christchurch,Product-4,Clothing,Pant,New Balance,4,1530.49,1240.42,290.07
NZ-ORD-355,2023-12-21,Wellington,Product-21,Books,Cartoon,Warner Bros,9,141.05,-292.91,433.96
NZ-ORD-356,2023-12-22,Christchurch,Product-5,Books,Horror,Warner Bros,10,1158.57,865.3,293.27
NZ-ORD-357,2023-12-23,Wellington,Product-25,Toys,Puzzle,Telltale,2,385.37,307.53,77.84
NZ-ORD-358,2023-12-24,Hamilton,Product-2,Clothing,Shirt,Adidas,6,369.63,420.72,-51.09
NZ-ORD-359,2023-12-25,Christchurch,Product-4,Electronics,TV,Sony,3,397.56,407.81,-10.25
NZ-ORD-360,2023-12-26,Dunedin,Product-10,Clothing,Shoe,Nike,2,1446.61,1077.13,369.48
NZ-ORD-361,2023-12-27,Hamilton,Product-27,Electronics,CCTV,Toshiba,3,1956.65,1973.88,-17.23
NZ-ORD-362,2023-12-28,Christchurch,Product-26,Home Decor,Vinyl Paper,Seiko,5,1500.76,1119.64,381.12
NZ-ORD-363,2023-12-29,Auckland,Product-12,Books,Romance,Universal,1,1974.66,1660.87,313.79
NZ-ORD-364,2023-12-30,Wellington,Product-4,Books,Romance,20th Century Fox,2,163.27,169.19,-5.92
NZ-ORD-365,2023-12-31,Dunedin,Product-28,Clothing,Shoe,Nike,3,1385.88,957.26,428.62
NZ-ORD-366,2024-01-01,Christchurch,Product-28,Toys,Card Game,Telltale,7,962.46,1001.91,-39.45
NZ-ORD-367,2024-01-02,Auckland,Product-11,Toys,Doll,Marvel,2,1130.89,1171.61,-40.72
NZ-ORD-368,2024-01-03,Hamilton,Product-22,Books,Horror,Bloom House,7,1255.12,815.52,439.6
NZ-ORD-369,2024-01-04,Wellington,Product-24,Electronics,Hardisk SDD,Kingston,1,1000.54,573.15,427.39
NZ-ORD-370,2024-01-05,Hamilton,Product-11,Clothing,Jacket,New Balance,3,1087.54,1144.97,-57.43
NZ-ORD-371,2024-01-06,Wellington,Product-12,Clothing,Jacket,New Balance,10,1593.33,1551.67,41.66
NZ-ORD-372,2024-01-07,Christchurch,Product-18,Electronics,Hardisk SDD,Kingston,5,1405.87,1127.72,278.15
NZ-ORD-373,2024-01-08,Auckland,Product-13,Clothing,Pant,Puma,5,637.44,551.96,85.48
NZ-ORD-374,2024-01-09,Dunedin,Product-9,Clothing,Shirt,Nike,3,1172.14,989.89,182.25
NZ-ORD-375,2024-01-10,Christchurch,Product-26,Clothing,Jacket,Adidas,4,1374.04,1400.13,-26.09
NZ-ORD-376,2024-01-11,Hamilton,Product-8,Electronics,DVD Player,Samsung,1,861.74,932.98,-71.24
NZ-ORD-377,2024-01-12,Hamilton,Product-19,Toys,Robot,Sega,6,163.44,-89.3,252.74
NZ-ORD-378,2024-01-13,Christchurch,Product-14,Toys,Robot,Sega,4,1677.77,1656.61,21.16
NZ-ORD-379,2024-01-14,Wellington,Product-2,Clothing,Shirt,New Balance,4,1542.5,1379.96,162.54
NZ-ORD-380,2024-01-15,Auckland,Product-5,Toys,Board Game,Century,9,1887.87,1972.61,-84.74
NZ-ORD-381,2024-01-16,Dunedin,Product-10,Books,Romance,Universal,1,271.67,90.03,181.64
NZ-ORD-382,2024-01-17,Christchurch,Product-19,Toys,Card Game,Hasbro,7,1296.85,1262.5,34.35
NZ-ORD-383,2024-01-18,Wellington,Product-13,Electronics,CCTV,Samsung,9,338.32,296.58,41.74
NZ-ORD-384,2024-01-19,Dunedin,Product-9,Toys,Board Game,Exploding,5,832.16,602.07,230.09
NZ-ORD-385,2024-01-20,Christchurch,Product-2,Books,Documentary,Warner Bros,10,1930.03,1669.7,260.33
NZ-ORD-386,2024-01-21,Wellington,Product-26,Clothing,Shoe,Converse,4,1937.89,1689.3,248.59
NZ-ORD-387,2024-01-22,Wellington,Product-28,Home Decor,Vinyl Paper,Seven,9,315.14,41.53,273.61
NZ-ORD-388,2024-01-23,Wellington,Product-16,Books,Comedy,Disney,4,1276.78,1326.62,-49.84
NZ-ORD-389,2024-01-24,Christchurch,Product-19,Books,Horror,Warner Bros,9,360.67,410.62,-49.95
NZ-ORD-390,2024-01-25,Wellington,Product-3,Clothing,Pant,Converse,6,1859.11,1930.77,-71.66
NZ-ORD-391,2024-01-26,Christchurch,Product-23,Home Decor,Vinyl Paper,Level Up,3,1952.91,1797.72,155.19
NZ-ORD-392,2024-01-27,Auckland,Product-2,Books,Comedy,Warner Bros,9,1455.73,971.42,484.31
NZ-ORD-393,2024-01-28,Christchurch,Product-27,Home Decor,Vinyl Paper,Joyko,3,173.73,-303.48,477.21
NZ-ORD-394,2024-01-29,Dunedin,Product-4,Electronics,Hardisk SDD,Seagate,7,821.15,646.75,174.4
NZ-ORD-395,2024-01-30,Auckland,Product-23,Electronics,Mobile Phone,Apple,1,1086.89,1147.63,-60.74
NZ-ORD-396,2024-01-31,Dunedin,Product-26,Books,Comedy,Warner Bros,4,1540.07,1345.48,194.59
NZ-ORD-397,2024-02-01,Hamilton,Product-9,Clothing,Shoe,Nike,1,1529.64,1558.65,-29.01
NZ-ORD-398,2024-02-02,Hamilton,Product-30,Clothing,Shoe,Nike,3,1614.71,1379.43,235.28
NZ-ORD-399,2024-02-03,Hamilton,Product-30,Clothing,T-Shirt,Nike,10,1124.82,682.65,442.17
NZ-ORD-400,2024-02-04,Hamilton,Product-21,Toys,Doll,Hasbro,3,158.39,22.3,136.09
NZ-ORD-401,2024-02-05,Dunedin,Product-23,Electronics,TV,Toshiba,10,1073.88,1143.79,-69.91
NZ-ORD-402,2024-02-06,Dunedin,Product-23,Books,Romance,Disney,2,634.29,540.84,93.45
NZ-ORD-403,2024-02-07,Hamilton,Product-9,Electronics,TV,Toshiba,6,278.15,-138.79,416.94
NZ-ORD-404,2024-02-08,Christchurch,Product-28,Clothing,Shoe,Nike,8,1358.7,1034.63,324.07
NZ-ORD-405,2024-02-09,Wellington,Product-26,Home Decor,Curtain,IKEA,5,1759.53,1469.66,289.87
NZ-ORD-406,2024-02-10,Auckland,Product-10,Electronics,TV,Xiaomi,4,1104.42,781.72,322.7
NZ-ORD-407,2024-02-11,Dunedin,Product-7,Clothing,T-Shirt,New Balance,3,400.46,12.94,387.52
NZ-ORD-408,2024-02-12,Hamilton,Product-7,Electronics,Mobile Phone,Vivo,2,630.23,204.43,425.8
NZ-ORD-409,2024-02-13,Auckland,Product-15,Clothing,Shirt,Puma,1,1694.22,1473.26,220.96
NZ-ORD-410,2024-02-14,Wellington,Product-21,Toys,Doll,Hasbro,4,1214.63,853.4,361.23
NZ-ORD-411,2024-02-15,Hamilton,Product-5,Books,Comedy,Universal,4,1629.92,1521.02,108.9
NZ-ORD-412,2024-02-16,Auckland,Product-21,Toys,Puzzle,Telltale,1,403.66,391.22,12.44
NZ-ORD-413,2024-02-17,Auckland,Product-20,Electronics,Hardisk SDD,Kingston,6,1441.89,1277.55,164.34
NZ-ORD-414,2024-02-18,Auckland,Product-5,Clothing,Jacket,Converse,8,73.39,-19.44,92.83
NZ-ORD-415,2024-02-19,Christchurch,Product-29,Home Decor,Curtain,Rails,4,600.43,330.24,270.19
NZ-ORD-416,2024-02-20,Auckland,Product-17,Home Decor,Vase,Yuzhei Wong,9,136.59,127.83,8.76
NZ-ORD-417,2024-02-21,Auckland,Product-24,Toys,Card Game,Century,10,821.61,826.64,-5.03
NZ-ORD-418,2024-02-22,Wellington,Product-18,Clothing,Shirt,Nike,3,1935.43,1861.08,74.35
NZ-ORD-419,2024-02-23,Auckland,Product-13,Home Decor,Vase,Yuzhei Wong,4,1661.5,1169.3,492.2
NZ-ORD-420,2024-02-24,Christchurch,Product-21,Home Decor,Curtain,IKEA,10,580.7,449.87,130.83
NZ-ORD-421,2024-02-25,Hamilton,Product-19,Books,Romance,Warner Bros,10,543.89,297.16,246.73
NZ-ORD-422,2024-02-26,Hamilton,Product-24,Clothing,Shoe,Converse,1,1898.23,1623.37,274.86
NZ-ORD-423,2024-02-27,Auckland,Product-25,Clothing,Jacket,New Balance,5,486.38,273.82,212.56
NZ-ORD-424,2024-02-28,Auckland,Product-10,Clothing,Jacket,Converse,4,1665.11,1603.51,61.6
NZ-ORD-425,2024-02-29,Christchurch,Product-9,Electronics,Mobile Phone,Apple,6,720.93,516.99,203.94
NZ-ORD-426,2024-03-01,Dunedin,Product-10,Toys,Doll,Yin Mang,9,583.76,265.71,318.05
NZ-ORD-427,2024-03-02,Christchurch,Product-6,Electronics,DVD Player,Samsung,8,1559.36,1194.3,365.06
NZ-ORD-428,2024-03-03,Auckland,Product-5,Electronics,CCTV,Toshiba,4,770.15,346.98,423.17
NZ-ORD-429,2024-03-04,Wellington,Product-15,Clothing,Jacket,Converse,7,1309.89,947.67,362.22
NZ-ORD-430,2024-03-05,Hamilton,Product-3,Home Decor,Vase,Zhongwei,6,412.02,-39.27,451.29
NZ-ORD-431,2024-03-06,Dunedin,Product-14,Clothing,Shoe,New Balance,7,295.28,58,237.28
NZ-ORD-432,2024-03-07,Auckland,Product-11,Electronics,Mobile Phone,Apple,10,551.72,164.18,387.54
NZ-ORD-433,2024-03-08,Wellington,Product-17,Clothing,Shoe,Converse,6,887.82,586.09,301.73
NZ-ORD-434,2024-03-09,Hamilton,Product-21,Home Decor,Vinyl Paper,Joyko,8,869.93,791.46,78.47
NZ-ORD-435,2024-03-10,Christchurch,Product-12,Electronics,Mobile Phone,Apple,7,616.34,475.15,141.19
NZ-ORD-436,2024-03-11,Dunedin,Product-19,Clothing,Jacket,New Balance,9,1221.54,914.89,306.65
NZ-ORD-437,2024-03-12,Wellington,Product-5,Home Decor,Curtain,Kels,2,525.67,531.87,-6.2
NZ-ORD-438,2024-03-13,Christchurch,Product-21,Toys,Card Game,Marvel,7,1077.05,1029.96,47.09
NZ-ORD-439,2024-03-14,Wellington,Product-23,Toys,Robot,Bandai,3,519.83,573.54,-53.71
NZ-ORD-440,2024-03-15,Christchurch,Product-5,Clothing,T-Shirt,Nike,4,1135.47,668.5,466.97
NZ-ORD-441,2024-03-16,Auckland,Product-29,Electronics,Hardisk SDD,Sandisk,3,265.8,-194.65,460.45
NZ-ORD-442,2024-03-17,Dunedin,Product-3,Toys,Board Game,Marvel,5,1206.86,1304.03,-97.17
NZ-ORD-443,2024-03-18,Dunedin,Product-12,Electronics,CCTV,Toshiba,4,336.9,249.29,87.61
NZ-ORD-444,2024-03-19,Hamilton,Product-24,Books,Cartoon,Nickelodeon,8,483.08,114.96,368.12
NZ-ORD-445,2024-03-20,Dunedin,Product-9,Toys,Puzzle,Telltale,4,354.74,53.64,301.1
NZ-ORD-446,2024-03-21,Wellington,Product-29,Home Decor,Miniature Statue,Baurdani,4,150.88,-303.25,454.13
NZ-ORD-447,2024-03-22,Dunedin,Product-21,Clothing,Pant,Converse,6,144.94,-40.7,185.64
NZ-ORD-448,2024-03-23,Hamilton,Product-30,Clothing,T-Shirt,Adidas,8,1806.99,1385.95,421.04
NZ-ORD-449,2024-03-24,Auckland,Product-14,Books,Comedy,Lionsgate,1,1501.84,1136.67,365.17
NZ-ORD-450,2024-03-25,Auckland,Product-13,Clothing,Jacket,Converse,5,685.81,309.96,375.85
NZ-ORD-451,2024-03-26,Auckland,Product-30,Toys,Puzzle,Gramedia,2,641.11,364.17,276.94
NZ-ORD-452,2024-03-27,Wellington,Product-17,Electronics,CCTV,Toshiba,9,1637.11,1388.66,248.45
NZ-ORD-453,2024-03-28,Wellington,Product-22,Home Decor,Miniature Statue,Holmes Brok,1,1738.44,1704.49,33.95
NZ-ORD-454,2024-03-29,Dunedin,Product-27,Books,Romance,Disney,9,1113.08,1155.37,-42.29
NZ-ORD-455,2024-03-30,Christchurch,Product-8,Clothing,Shoe,Nike,6,1105.38,734.75,370.63
NZ-ORD-456,2024-03-31,Hamilton,Product-19,Home Decor,Vinyl Paper,Kenko,7,1688.77,1751.42,-62.65
NZ-ORD-457,2024-04-01,Dunedin,Product-10,Home Decor,Miniature Statue,Bucchari,1,1609.65,1212.91,396.74
NZ-ORD-458,2024-04-02,Dunedin,Product-18,Books,Romance,Universal,8,1390.17,1444.19,-54.02
NZ-ORD-459,2024-04-03,Auckland,Product-2,Home Decor,Curtain,Rails,3,1389.59,1331.72,57.87
NZ-ORD-460,2024-04-04,Auckland,Product-3,Books,Documentary,Universal,6,1690.84,1248.73,442.11
NZ-ORD-461,2024-04-05,Auckland,Product-25,Electronics,Hardisk SDD,Toshiba,2,1114.5,885.38,229.12
NZ-ORD-462,2024-04-06,Dunedin,Product-25,Clothing,T-Shirt,Converse,5,163.13,149.32,13.81
NZ-ORD-463,2024-04-07,Auckland,Product-8,Clothing,Shirt,Converse,6,517.73,189.31,328.42
NZ-ORD-464,2024-04-08,Dunedin,Product-21,Clothing,Jacket,New Balance,3,571.7,167.99,403.71
NZ-ORD-465,2024-04-09,Hamilton,Product-28,Toys,Robot,Sega,6,1732.48,1441.1,291.38
NZ-ORD-466,2024-04-10,Hamilton,Product-8,Clothing,Jacket,Puma,2,1885.54,1484.23,401.31
NZ-ORD-467,2024-04-11,Wellington,Product-22,Books,Horror,20th Century Fox,2,577.71,469.7,108.01
NZ-ORD-468,2024-04-12,Auckland,Product-27,Clothing,Shoe,Puma,10,1257.55,1278.56,-21.01
NZ-ORD-469,2024-04-13,Christchurch,Product-10,Home Decor,Miniature Statue,Oates,7,578.48,216.83,361.65
NZ-ORD-470,2024-04-14,Christchurch,Product-21,Electronics,DVD Player,Changhong,5,64.34,149.64,-85.3
NZ-ORD-471,2024-04-15,Wellington,Product-29,Books,Horror,Lionsgate,5,1478.59,1003.99,474.6
NZ-ORD-472,2024-04-16,Christchurch,Product-22,Toys,Puzzle,Hasbro,9,746.94,698.7,48.24
NZ-ORD-473,2024-04-17,Hamilton,Product-10,Electronics,TV,Panasonic,3,1994.91,2069.79,-74.88
NZ-ORD-474,2024-04-18,Christchurch,Product-4,Electronics,Hardisk SDD,Samsung,3,126.59,-138.93,265.52
NZ-ORD-475,2024-04-19,Hamilton,Product-19,Electronics,CCTV,Samsung,2,512.29,102.36,409.93
NZ-ORD-476,2024-04-20,Dunedin,Product-20,Clothing,Shoe,Puma,2,1359.94,1176.46,183.48
NZ-ORD-477,2024-04-21,Auckland,Product-4,Home Decor,Window Blind,Brother,3,1016.41,1061.29,-44.88
NZ-ORD-478,2024-04-22,Christchurch,Product-29,Toys,Robot,Konami,10,451.54,70.49,381.05
NZ-ORD-479,2024-04-23,Hamilton,Product-9,Books,Comedy,Lionsgate,5,419.96,54.49,365.47
